label,centroid-0,centroid-1,area,axis_major_length,axis_minor_length,aspect_ratio,image_id,image_name,rice_count
1,135.9159891598916,587.5663956639567,369.0,28.123529670679837,16.77542204795088,1.6764722574664004,2,2.jpg,
2,137.3138832997988,692.4084507042254,497.0,31.16924394361936,20.463226117177662,1.5231832832778323,2,2.jpg,
3,137.12252964426878,439.7312252964427,253.0,21.017828087838893,16.137291006952307,1.3024384377020866,2,2.jpg,
4,158.1443298969072,785.4690721649484,194.0,17.622201391020027,14.11864794716858,1.248150775978097,2,2.jpg,
5,161.84542586750788,444.1703470031546,317.0,25.75017891431035,16.60241142966126,1.5509902897783887,2,2.jpg,
6,166.7598627787307,623.0240137221269,583.0,35.19783162264372,21.19327816487575,1.6608016630942037,2,2.jpg,
7,166.64125560538116,801.6950672645739,223.0,19.723382707499717,14.411536747649679,1.3685828966655014,2,2.jpg,
8,178.43847487001733,351.64298093587524,577.0,34.20877563648109,21.57778433287365,1.5853701709477273,2,2.jpg,
9,190.3705772811918,326.8919925512104,537.0,32.47047367017983,21.258003177235086,1.527447023102905,2,2.jpg,
10,184.30612244897958,766.1224489795918,196.0,18.08477120719106,13.886483649319583,1.302329060681765,2,2.jpg,
11,189.6975945017182,824.3711340206186,291.0,21.19912586246659,17.65307511026649,1.2008743932742816,2,2.jpg,
12,205.01785714285714,605.4107142857143,336.0,29.147517326670776,14.768178778702765,1.973670400625465,2,2.jpg,
13,203.63878326996198,747.6045627376426,263.0,21.727210771746396,15.804664210583748,1.3747340963559704,2,2.jpg,
14,211.5871710526316,308.00657894736844,608.0,35.867045940959486,21.733096399541434,1.6503421915395486,2,2.jpg,
15,206.02640264026402,288.9306930693069,303.0,22.345535116990867,17.70965713459403,1.2617711877290452,2,2.jpg,
16,215.87254901960785,623.7614379084968,306.0,20.650458570248347,19.29735916792687,1.0701183716666471,2,2.jpg,
17,235.1214953271028,265.78504672897196,749.0,43.662702001905195,22.244429108420366,1.96286008461225,2,2.jpg,
18,228.59459459459458,290.06306306306305,222.0,20.199227194554055,14.16380062608996,1.4261163177732632,2,2.jpg,
19,238.0985691573927,427.9268680445151,629.0,34.70039813009747,23.25371245000525,1.4922519664205118,2,2.jpg,
20,252.45863309352518,245.08273381294964,556.0,31.24050246615593,22.722169475731032,1.3748908307159275,2,2.jpg,
21,252.82051282051282,446.1666666666667,234.0,18.584773040010884,16.383392414712734,1.1343665932899982,2,2.jpg,
22,256.23943661971833,264.78169014084506,284.0,21.52526060768073,16.960524363297104,1.2691388630803067,2,2.jpg,
23,258.31632653061223,361.36224489795916,588.0,33.074080170635455,22.844265401589027,1.4478066853633582,2,2.jpg,
24,271.44013490725126,230.21753794266442,593.0,35.74501214733223,21.298227824518175,1.678309220928849,2,2.jpg,
25,272.40625,586.9151785714286,224.0,19.237491442176793,15.076672058485363,1.2759773090209032,2,2.jpg,
26,294.16149068322983,199.09937888198758,644.0,36.22472101412053,22.75746856607768,1.5917728682757433,2,2.jpg,
27,290.5408970976253,593.7361477572559,379.0,26.854800887229274,18.077256414325458,1.4855573363415915,2,2.jpg,
28,300.0336257309942,714.1812865497076,684.0,36.42991837484718,24.017808618848683,1.5167877699823844,2,2.jpg,
