label,centroid-0,centroid-1,area,axis_major_length,axis_minor_length,aspect_ratio,image_id,image_name,rice_count
68,559.0216383307574,640.5471406491499,647.0,36.419778601636324,22.862101611540318,1.5930197153551435,4,4.jpg,
69,560.5859872611464,918.8630573248407,628.0,36.809250544745844,21.789925379333322,1.6892784121077173,4,4.jpg,
70,560.0971428571429,797.68,525.0,35.992733150208586,18.797731911156898,1.9147380822494893,4,4.jpg,
71,558.2147239263803,659.4049079754601,326.0,24.436827897514874,17.049067922496402,1.4333233939006282,4,4.jpg,
72,568.4441379310344,609.856551724138,725.0,38.41906363305621,24.28416191332658,1.5820625710773542,4,4.jpg,
73,566.0408163265306,382.4013605442177,294.0,22.386298200458427,16.727647132428196,1.3382813508219202,4,4.jpg,
74,583.1461538461539,792.2,650.0,38.523319061963264,21.56677907004415,1.7862342326059912,4,4.jpg,
75,591.3192848020434,633.1851851851852,783.0,39.942118638534254,25.12589746393016,1.5896792819390326,4,4.jpg,
76,596.1681415929204,772.9873577749684,791.0,39.31614540570128,25.77664869734626,1.5252621032054072,4,4.jpg,
77,589.7885196374623,518.583081570997,331.0,22.727973431847555,18.970876800763534,1.198045492074083,4,4.jpg,
78,598.2841328413284,724.9686346863468,542.0,35.12510520496869,19.783812702969534,1.7754467115277754,4,4.jpg,
79,607.1368715083798,819.0670391061452,716.0,37.17072775984633,24.728220761936583,1.5031703298711296,4,4.jpg,
80,608.1715328467153,674.6259124087592,548.0,27.258222239724823,25.9455196630153,1.0505945763954285,4,4.jpg,
81,616.5537414965986,538.5265306122449,735.0,40.27738550259309,23.454078373388878,1.7172870688575863,4,4.jpg,
82,628.4961139896373,498.2603626943005,772.0,41.94586009960957,23.745604678526142,1.766468391413189,4,4.jpg,
83,639.6509186351706,748.3740157480315,762.0,40.17191514841914,24.229500079906853,1.6579754025438223,4,4.jpg,
84,637.9205378973105,308.59290953545235,818.0,39.99142156953213,26.260443113325824,1.5228768759518205,4,4.jpg,
85,636.4977272727273,466.3863636363636,440.0,28.338986928764164,19.960976433579404,1.419719472294493,4,4.jpg,
86,637.9901768172888,539.2161100196464,509.0,32.52549526238111,20.063933612949633,1.6210926476246192,4,4.jpg,
87,645.6219135802469,605.1867283950618,648.0,38.183774242155536,21.714050619063705,1.7584823261226235,4,4.jpg,
88,644.0307262569833,264.5237430167598,716.0,37.16606606322968,24.720113046865798,1.5034747613317194,4,4.jpg,
89,647.1339401820546,657.3615084525358,769.0,39.49103708567612,24.986744762032302,1.5804794686854642,4,4.jpg,
90,658.9568181818182,452.1318181818182,440.0,26.90987911977953,21.32743879204147,1.2617492134039647,4,4.jpg,
91,676.7050113895216,619.242596810934,878.0,41.833415010774594,26.888032590442933,1.5558377084697466,4,4.jpg,
92,673.2949852507375,541.8289085545723,678.0,37.0294459153423,23.39422795028607,1.5828453922066488,4,4.jpg,
93,673.1903553299493,731.9213197969543,394.0,25.5602904343701,19.821611806164466,1.2895162454155682,4,4.jpg,
94,683.0702426564495,364.4316730523627,783.0,40.92600701446229,24.476308177068038,1.6720661759278734,4,4.jpg,
95,690.5942782834851,505.2366710013004,769.0,38.19723385016316,25.789293276442894,1.481127592009442,4,4.jpg,
96,703.5481481481481,471.25555555555553,540.0,27.5722713191731,25.406160853398593,1.0852592596840442,4,4.jpg,
97,708.6010362694301,398.5561312607945,579.0,35.46108407153616,20.885013337206157,1.6979201065849012,4,4.jpg,
98,735.8514851485148,611.6181046676096,707.0,37.99559403975614,23.892422574928936,1.59027800218242,4,4.jpg,
99,753.9428571428572,629.7714285714286,350.0,24.53944994852419,19.017926245331154,1.290332585791185,4,4.jpg,
100,765.3758865248227,642.5567375886525,564.0,36.883500842421704,19.62460179226498,1.879452191328504,4,4.jpg,
101,777.4100418410042,716.9497907949791,478.0,32.33928621263556,18.9465422597394,1.7068700858074337,4,4.jpg,
102,779.4650499286734,428.848787446505,701.0,39.321177818832524,22.82599222043752,1.7226492254573647,4,4.jpg,
103,778.943661971831,694.8647887323943,355.0,22.611970401512874,20.635413403385265,1.0957847056169638,4,4.jpg,
104,799.0666666666667,459.796,750.0,39.655000855464095,24.161510853187497,1.641246737276474,4,4.jpg,
105,813.6901408450705,524.3820422535211,568.0,33.62044101609431,21.697473532795808,1.5495094839164982,4,4.jpg,
106,838.6790633608815,392.2534435261708,726.0,39.07091602875728,23.820724085856682,1.6402069008454385,4,4.jpg,
107,836.2816326530613,502.46530612244896,735.0,38.44645888562717,24.745765251142483,1.5536581106075167,4,4.jpg,
108,841.6850899742931,460.7146529562982,778.0,38.15929014258509,26.198416129426892,1.4565495087210012,4,4.jpg,
109,906.9617612977984,409.1657010428737,863.0,41.315630651218584,26.83203393513417,1.539787507391284,4,4.jpg,
110,906.0406976744187,506.66279069767444,344.0,22.473276200668792,19.86205787468195,1.1314676627397884,4,4.jpg,
111,950.2897959183673,569.2530612244898,490.0,34.00681102639807,18.483558279733995,1.8398411448559826,4,4.jpg,
112,1001.0354330708661,838.3490813648294,762.0,39.13777740091233,24.971101414851486,1.567322832529736,4,4.jpg,
113,1074.4993968636911,497.2303980699638,829.0,41.20996096592058,25.75830939328528,1.5998705635806696,4,4.jpg,
总计,,,68246.0,34.49681626056034,22.04820861656228,1.5664694013409561,4,4.jpg,113
