label,centroid-0,centroid-1,area,axis_major_length,axis_minor_length,aspect_ratio,image_id,image_name,rice_count
1,148.03065774804907,573.1594202898551,1794.0,53.64799092905269,42.68366230762808,1.2568741300219954,3,3.jpg,
2,189.4086188992731,505.54465212876426,1926.0,59.46890438485145,41.34547100695905,1.4383414419161402,3,3.jpg,
3,204.86320754716982,449.3944575471698,1696.0,64.08461453630659,33.84406013819256,1.8935261985304173,3,3.jpg,
4,246.52504638218923,823.3852813852814,1617.0,59.26408144620387,34.89747500485167,1.6982340824934925,3,3.jpg,
5,260.6581904198699,790.0786516853933,1691.0,57.14724971211421,38.05463091204369,1.5017160419765891,3,3.jpg,
6,262.1996596710153,435.0516165626773,1763.0,61.85570330777491,36.66240524935378,1.6871698102476567,3,3.jpg,
7,272.13111726685133,543.5203139427516,2166.0,62.84100494411581,44.035290984126576,1.4270600588688773,3,3.jpg,
8,277.5126777983921,608.8398268398269,1617.0,59.55875132148518,34.6160238574001,1.7205543758242154,3,3.jpg,
9,283.4537764350453,382.96978851963746,1655.0,62.65390825385994,33.87006030184418,1.8498316122114646,3,3.jpg,
10,308.1291428571429,703.7537142857143,1750.0,57.57645719903141,38.806920530508016,1.4836646766075587,3,3.jpg,
11,308.35107118175534,284.98548721492745,1447.0,52.90743730734551,35.029059615423684,1.5103870297462905,3,3.jpg,
12,322.44800950683305,763.2341057635175,1683.0,57.761126994914406,37.18865265878634,1.5531922472396302,3,3.jpg,
13,343.5411499436302,538.9746335963923,1774.0,57.68153734170757,39.233181694449776,1.4702232867814449,3,3.jpg,
14,351.8254326561324,734.961625282167,1329.0,50.52203964957645,33.795287721993475,1.494943320654064,3,3.jpg,
15,373.3703943115708,687.1124757595346,1547.0,55.76290831936467,35.54029901001832,1.5690050413938799,3,3.jpg,
16,396.0442536327609,714.7476882430648,1514.0,55.57738843288997,35.05189046065268,1.5855746352761795,3,3.jpg,
17,404.82118294360384,478.378954607978,1454.0,53.42231563538799,34.91086075271008,1.5302491684121793,3,3.jpg,
